i,date,equity,fit
11299,2025-11-18,18191.0,17692.6
11300,2025-11-18,18161.0,17694.4
11301,2025-11-18,18209.2,17696.2
11302,2025-11-18,18159.2,17698.1
11303,2025-11-18,18182.5,17699.9
11304,2025-11-18,18210.5,17701.7
11305,2025-11-18,18232.5,17703.6
11306,2025-11-18,18268.8,17705.4
11307,2025-11-18,18313.5,17707.2
11308,2025-11-18,18263.5,17709.0
11309,2025-11-18,18233.5,17710.9
11310,2025-11-18,18203.5,17712.7
11311,2025-11-18,18236.8,17714.5
11312,2025-11-18,18186.8,17716.4
11313,2025-11-18,18211.5,17718.2
11314,2025-11-18,18231.5,17720.0
11315,2025-11-18,18202.8,17721.9
11316,2025-11-18,18152.8,17723.7
11317,2025-11-18,18122.8,17725.5
11318,2025-11-18,18151.5,17727.4
11319,2025-11-18,18121.5,17729.2
11320,2025-11-18,18149.0,17731.0
11321,2025-11-18,18186.0,17732.9
11322,2025-11-18,18212.0,17734.7
11323,2025-11-18,18198.0,17736.5
11324,2025-11-18,18221.0,17738.3
11325,2025-11-18,18246.5,17740.2
11326,2025-11-18,18273.8,17742.0
11327,2025-11-19,18305.5,17743.8
11328,2025-11-19,18333.0,17745.7
11329,2025-11-19,18299.8,17747.5
11330,2025-11-19,18301.8,17749.3
11331,2025-11-19,18282.0,17751.2
11332,2025-11-19,18252.0,17753.0
11333,2025-11-19,18222.0,17754.8
11334,2025-11-19,18258.2,17756.7
11335,2025-11-19,18279.8,17758.5
11336,2025-11-19,18302.8,17760.3
11337,2025-11-19,18327.5,17762.2
11338,2025-11-19,18297.5,17764.0
11339,2025-11-19,18324.5,17765.8
11340,2025-11-19,18328.0,17767.7
11341,2025-11-19,18349.2,17769.5
11342,2025-11-19,18299.2,17771.3
11343,2025-11-19,18339.2,17773.1
11344,2025-11-19,18289.2,17775.0
11345,2025-11-19,18313.0,17776.8
11346,2025-11-19,18346.5,17778.6
11347,2025-11-19,18351.2,17780.5
11348,2025-11-19,18346.8,17782.3
11349,2025-11-19,18316.8,17784.1
11350,2025-11-19,18315.8,17786.0
11351,2025-11-19,18265.8,17787.8
11352,2025-11-20,18232.2,17789.6
11353,2025-11-20,18194.8,17791.5
11354,2025-11-20,18215.5,17793.3
11355,2025-11-20,18223.2,17795.1
11356,2025-11-20,18193.2,17797.0
11357,2025-11-20,18223.2,17798.8
11358,2025-11-20,18193.2,17800.6
11359,2025-11-20,18143.2,17802.4
11360,2025-11-20,18163.5,17804.3
11361,2025-11-20,18189.5,17806.1
11362,2025-11-20,18159.5,17807.9
11363,2025-11-20,18129.5,17809.8
11364,2025-11-20,18153.2,17811.6
11365,2025-11-20,18184.2,17813.4
11366,2025-11-20,18219.5,17815.3
11367,2025-11-20,18241.8,17817.1
11368,2025-11-20,18283.8,17818.9
11369,2025-11-20,18253.8,17820.8
11370,2025-11-20,18276.5,17822.6
11371,2025-11-20,18311.0,17824.4
11372,2025-11-20,18281.0,17826.3
11373,2025-11-20,18231.0,17828.1
11374,2025-11-20,18288.8,17829.9
11375,2025-11-20,18258.8,17831.7
11376,2025-11-20,18280.8,17833.6
11377,2025-11-20,18305.0,17835.4
11378,2025-11-20,18335.0,17837.2
11379,2025-11-20,18319.2,17839.1
11380,2025-11-20,18289.2,17840.9
11381,2025-11-20,18259.2,17842.7
11382,2025-11-21,18246.0,17844.6
11383,2025-11-21,18216.0,17846.4
11384,2025-11-21,18247.5,17848.2
11385,2025-11-21,18230.0,17850.1
11386,2025-11-21,18200.0,17851.9
11387,2025-11-21,18150.0,17853.7
11388,2025-11-21,18173.2,17855.6
11389,2025-11-21,18205.0,17857.4
11390,2025-11-21,18175.0,17859.2
11391,2025-11-21,18207.8,17861.0
11392,2025-11-21,18157.8,17862.9
11393,2025-11-21,18127.8,17864.7
11394,2025-11-21,18158.8,17866.5
11395,2025-11-21,18289.0,17868.4
11396,2025-11-21,18321.8,17870.2
11397,2025-11-21,18371.8,17872.0
11398,2025-11-21,18418.8,17873.9
11399,2025-11-21,18478.8,17875.7
11400,2025-11-21,18511.0,17877.5
11401,2025-11-21,18576.8,17879.4
11402,2025-11-21,18603.8,17881.2
11403,2025-11-21,18627.0,17883.0
11404,2025-11-21,18597.0,17884.9
11405,2025-11-21,18646.8,17886.7
11406,2025-11-21,18596.8,17888.5
11407,2025-11-21,18617.0,17890.3
11408,2025-11-21,18567.0,17892.2
11409,2025-11-21,18590.5,17894.0
11410,2025-11-21,18540.5,17895.8
11411,2025-11-21,18560.8,17897.7
11412,2025-11-21,18530.8,17899.5
11413,2025-11-21,18563.5,17901.3
11414,2025-11-21,18585.8,17903.2
11415,2025-11-21,18608.2,17905.0
11416,2025-11-21,18609.0,17906.8
11417,2025-11-23,18664.8,17908.7
11418,2025-11-23,18665.2,17910.5
11419,2025-11-23,18679.8,17912.3
11420,2025-11-23,18701.8,17914.2
11421,2025-11-23,18702.5,17916.0
11422,2025-11-24,18717.5,17917.8
11423,2025-11-24,18746.0,17919.6
11424,2025-11-24,18716.0,17921.5
11425,2025-11-24,18718.5,17923.3
11426,2025-11-24,18745.2,17925.1
11427,2025-11-24,18769.8,17927.0
11428,2025-11-24,18816.8,17928.8
11429,2025-11-24,18857.0,17930.6
11430,2025-11-24,18892.5,17932.5
11431,2025-11-24,18920.8,17934.3
11432,2025-11-24,18945.5,17936.1
11433,2025-11-24,18895.5,17938.0
11434,2025-11-24,18918.8,17939.8
11435,2025-11-24,18890.0,17941.6
11436,2025-11-24,18858.0,17943.5
11437,2025-11-24,18828.0,17945.3
11438,2025-11-24,18809.2,17947.1
11439,2025-11-24,18809.5,17949.0
11440,2025-11-24,18833.0,17950.8
11441,2025-11-25,18841.0,17952.6
11442,2025-11-25,18868.0,17954.4
11443,2025-11-25,18818.0,17956.3
11444,2025-11-25,18839.5,17958.1
11445,2025-11-25,18863.8,17959.9
11446,2025-11-25,18910.2,17961.8
11447,2025-11-25,18880.2,17963.6
11448,2025-11-25,18912.0,17965.4
11449,2025-11-25,18943.0,17967.3
11450,2025-11-25,18965.8,17969.1
11451,2025-11-25,18915.8,17970.9
11452,2025-11-25,18885.8,17972.8
11453,2025-11-25,18852.5,17974.6
11454,2025-11-25,18865.2,17976.4
11455,2025-11-25,18855.8,17978.3
11456,2025-11-25,18856.0,17980.1
11457,2025-11-26,18826.0,17981.9
11458,2025-11-26,18856.2,17983.7
11459,2025-11-26,18895.0,17985.6
11460,2025-11-26,18865.0,17987.4
11461,2025-11-26,18892.5,17989.2
11462,2025-11-26,18842.5,17991.1
11463,2025-11-26,18812.5,17992.9
11464,2025-11-28,18843.2,17994.7
11465,2025-11-28,18866.2,17996.6
11466,2025-11-30,18816.2,17998.4
11467,2025-11-30,18786.2,18000.2
11468,2025-11-30,18805.5,18002.1
11469,2025-12-01,18802.5,18003.9
11470,2025-12-01,18780.8,18005.7
11471,2025-12-01,18792.0,18007.6
11472,2025-12-01,18795.0,18009.4
11473,2025-12-01,18789.8,18011.2
11474,2025-12-01,18802.0,18013.0
11475,2025-12-01,18824.8,18014.9
11476,2025-12-01,18774.8,18016.7
11477,2025-12-01,18809.8,18018.5
11478,2025-12-01,18833.0,18020.4
11479,2025-12-01,18803.0,18022.2
11480,2025-12-01,18753.0,18024.0
11481,2025-12-01,18770.2,18025.9
11482,2025-12-01,18740.2,18027.7
11483,2025-12-01,18765.0,18029.5
11484,2025-12-01,18777.8,18031.4
11485,2025-12-01,18784.0,18033.2
11486,2025-12-02,18765.2,18035.0
11487,2025-12-02,18735.2,18036.9
11488,2025-12-02,18705.2,18038.7
11489,2025-12-02,18710.5,18040.5
11490,2025-12-02,18680.5,18042.3
11491,2025-12-02,18671.5,18044.2
11492,2025-12-02,18699.2,18046.0
11493,2025-12-02,18701.8,18047.8
11494,2025-12-02,18738.0,18049.7
11495,2025-12-02,18760.8,18051.5
11496,2025-12-02,18786.8,18053.3
11497,2025-12-02,18793.5,18055.2
11498,2025-12-02,18808.8,18057.0
11499,2025-12-03,18831.8,18058.8
11500,2025-12-03,18862.0,18060.7
11501,2025-12-03,18832.0,18062.5
11502,2025-12-03,18782.0,18064.3
11503,2025-12-03,18819.0,18066.2
11504,2025-12-03,18845.0,18068.0
11505,2025-12-03,18867.8,18069.8
11506,2025-12-03,18837.8,18071.6
11507,2025-12-03,18807.8,18073.5
11508,2025-12-03,18757.8,18075.3
11509,2025-12-04,18759.5,18077.1
11510,2025-12-04,18766.0,18079.0
11511,2025-12-04,18805.0,18080.8
11512,2025-12-04,18775.0,18082.6
11513,2025-12-04,18799.5,18084.5
11514,2025-12-04,18769.5,18086.3
11515,2025-12-04,18735.0,18088.1
11516,2025-12-04,18763.8,18090.0
11517,2025-12-04,18793.2,18091.8
11518,2025-12-04,18793.5,18093.6
11519,2025-12-04,18763.5,18095.5
11520,2025-12-04,18713.5,18097.3
11521,2025-12-04,18715.0,18099.1
11522,2025-12-05,18684.0,18101.0
11523,2025-12-05,18708.8,18102.8
11524,2025-12-05,18735.5,18104.6
11525,2025-12-05,18685.5,18106.4
11526,2025-12-05,18711.0,18108.3
11527,2025-12-05,18681.0,18110.1
11528,2025-12-07,18697.8,18111.9
11529,2025-12-08,18667.8,18113.8
11530,2025-12-08,18696.0,18115.6
11531,2025-12-08,18723.8,18117.4
11532,2025-12-08,18746.0,18119.3
11533,2025-12-08,18716.0,18121.1
11534,2025-12-08,18686.0,18122.9
11535,2025-12-08,18687.5,18124.8
11536,2025-12-08,18690.0,18126.6
11537,2025-12-09,18737.0,18128.4
11538,2025-12-09,18765.2,18130.3
11539,2025-12-09,18742.8,18132.1
11540,2025-12-09,18767.0,18133.9
11541,2025-12-09,18771.0,18135.7
11542,2025-12-09,18773.2,18137.6
11543,2025-12-10,18743.2,18139.4
11544,2025-12-10,18713.2,18141.2
11545,2025-12-10,18746.2,18143.1
11546,2025-12-10,18736.2,18144.9
11547,2025-12-10,18706.2,18146.7
11548,2025-12-10,18730.5,18148.6
11549,2025-12-10,18758.8,18150.4
11550,2025-12-10,18727.5,18152.2
11551,2025-12-10,18710.0,18154.1
11552,2025-12-10,18691.2,18155.9
11553,2025-12-10,18719.0,18157.7
11554,2025-12-10,18742.2,18159.6
11555,2025-12-10,18849.5,18161.4
11556,2025-12-10,18875.5,18163.2
11557,2025-12-10,18845.5,18165.0
11558,2025-12-10,18815.5,18166.9
11559,2025-12-10,18765.5,18168.7
11560,2025-12-10,18791.8,18170.5
11561,2025-12-10,18771.2,18172.4
11562,2025-12-10,18741.2,18174.2
11563,2025-12-10,18727.2,18176.0
11564,2025-12-10,18742.5,18177.9
11565,2025-12-10,18763.5,18179.7
11566,2025-12-11,18756.8,18181.5
11567,2025-12-11,18726.8,18183.4
11568,2025-12-11,18773.5,18185.2
11569,2025-12-11,18798.8,18187.0
11570,2025-12-11,18768.8,18188.9
11571,2025-12-11,18718.8,18190.7
11572,2025-12-11,18688.8,18192.5
11573,2025-12-11,18713.5,18194.3
11574,2025-12-11,18744.2,18196.2
11575,2025-12-11,18771.5,18198.0
11576,2025-12-11,18802.2,18199.8
11577,2025-12-11,18782.5,18201.7
11578,2025-12-11,18732.5,18203.5
11579,2025-12-11,18755.2,18205.3
11580,2025-12-11,18823.0,18207.2
11581,2025-12-11,18973.0,18209.0
11582,2025-12-11,18943.0,18210.8
11583,2025-12-11,18947.8,18212.7
11584,2025-12-12,18917.8,18214.5
11585,2025-12-12,18943.2,18216.3
11586,2025-12-12,18893.2,18218.2
11587,2025-12-12,18916.8,18220.0
11588,2025-12-12,18941.0,18221.8
11589,2025-12-12,18967.8,18223.6
11590,2025-12-12,18997.2,18225.5
11591,2025-12-12,19020.0,18227.3
11592,2025-12-12,19048.2,18229.1
11593,2025-12-12,18998.2,18231.0
11594,2025-12-12,18977.2,18232.8
11595,2025-12-12,19006.0,18234.6
11596,2025-12-12,19023.8,18236.5
11597,2025-12-14,18993.8,18238.3
11598,2025-12-14,18975.0,18240.1
11599,2025-12-14,18987.0,18242.0
11600,2025-12-15,18990.2,18243.8
11601,2025-12-15,19015.2,18245.6
11602,2025-12-15,19041.8,18247.5
11603,2025-12-15,19011.8,18249.3
11604,2025-12-15,19042.0,18251.1
11605,2025-12-15,19071.5,18253.0
11606,2025-12-15,19099.0,18254.8
11607,2025-12-15,19121.8,18256.6
11608,2025-12-15,19091.8,18258.4
11609,2025-12-15,19097.5,18260.3
11610,2025-12-15,19123.5,18262.1
11611,2025-12-15,19147.0,18263.9
11612,2025-12-15,19097.0,18265.8
11613,2025-12-15,19085.0,18267.6
11614,2025-12-15,19060.5,18269.4
11615,2025-12-15,19036.8,18271.3
11616,2025-12-15,19063.5,18273.1
11617,2025-12-15,19062.8,18274.9
11618,2025-12-15,19086.8,18276.8
11619,2025-12-15,19056.8,18278.6
11620,2025-12-15,19045.0,18280.4
11621,2025-12-15,19033.2,18282.3
11622,2025-12-15,19042.8,18284.1
11623,2025-12-16,19069.0,18285.9
11624,2025-12-16,19071.0,18287.7
11625,2025-12-16,19036.8,18289.6
11626,2025-12-16,19060.5,18291.4
11627,2025-12-16,19063.0,18293.2
11628,2025-12-16,19090.5,18295.1
11629,2025-12-16,19117.5,18296.9
11630,2025-12-16,19164.8,18298.7
11631,2025-12-16,19206.0,18300.6
11632,2025-12-16,19176.0,18302.4
11633,2025-12-16,19205.8,18304.2
11634,2025-12-16,19175.8,18306.1
11635,2025-12-16,19145.8,18307.9
11636,2025-12-16,19184.0,18309.7
11637,2025-12-16,19134.0,18311.6
11638,2025-12-16,19104.0,18313.4
11639,2025-12-16,19054.0,18315.2
11640,2025-12-16,19024.0,18317.0
11641,2025-12-16,19049.0,18318.9
11642,2025-12-16,19071.8,18320.7
11643,2025-12-16,19097.8,18322.5
11644,2025-12-16,19067.8,18324.4
11645,2025-12-16,19094.8,18326.2
11646,2025-12-17,19078.5,18328.0
11647,2025-12-17,19056.8,18329.9
11648,2025-12-17,19083.0,18331.7
11649,2025-12-17,19053.0,18333.5
11650,2025-12-17,19079.8,18335.4
11651,2025-12-17,19106.0,18337.2
11652,2025-12-17,19134.8,18339.0
11653,2025-12-17,19157.0,18340.9
11654,2025-12-17,19191.5,18342.7
11655,2025-12-17,19222.8,18344.5
11656,2025-12-17,19197.2,18346.3
11657,2025-12-17,19167.2,18348.2
11658,2025-12-17,19137.2,18350.0
11659,2025-12-17,19175.0,18351.8
11660,2025-12-17,19213.5,18353.7
11661,2025-12-17,19221.8,18355.5
11662,2025-12-17,19223.2,18357.3
11663,2025-12-17,19246.8,18359.2
11664,2025-12-17,19235.5,18361.0
11665,2025-12-17,19249.0,18362.8
11666,2025-12-17,19265.2,18364.7
11667,2025-12-18,19276.0,18366.5
11668,2025-12-18,19318.0,18368.3
11669,2025-12-18,19288.0,18370.2
11670,2025-12-18,19312.2,18372.0
11671,2025-12-18,19336.2,18373.8
11672,2025-12-18,19286.2,18375.6
11673,2025-12-18,19310.0,18377.5
11674,2025-12-18,19329.5,18379.3
11675,2025-12-18,19299.5,18381.1
11676,2025-12-18,19329.8,18383.0
11677,2025-12-18,19336.8,18384.8
11678,2025-12-18,19360.0,18386.6
11679,2025-12-18,19330.0,18388.5
11680,2025-12-18,19300.0,18390.3
11681,2025-12-18,19303.0,18392.1
11682,2025-12-18,19297.2,18394.0
11683,2025-12-18,19303.8,18395.8
11684,2025-12-19,19326.0,18397.6
11685,2025-12-19,19350.8,18399.5
11686,2025-12-19,19373.8,18401.3
11687,2025-12-19,19396.2,18403.1
11688,2025-12-19,19346.2,18405.0
11689,2025-12-19,19316.2,18406.8
11690,2025-12-19,19340.5,18408.6
11691,2025-12-19,19374.2,18410.4
11692,2025-12-19,19344.2,18412.3
11693,2025-12-19,19304.2,18414.1
11694,2025-12-19,19305.0,18415.9
11695,2025-12-21,19326.5,18417.8
11696,2025-12-21,19327.8,18419.6
11697,2025-12-22,19297.8,18421.4
11698,2025-12-22,19321.8,18423.3
11699,2025-12-22,19271.8,18425.1
11700,2025-12-22,19259.2,18426.9
11701,2025-12-22,19269.8,18428.8
11702,2025-12-23,19342.8,18430.6
11703,2025-12-23,19312.8,18432.4
11704,2025-12-23,19282.8,18434.3
11705,2025-12-23,19262.2,18436.1
11706,2025-12-23,19284.8,18437.9
11707,2025-12-24,19289.2,18439.7
11708,2025-12-26,19311.5,18441.6
11709,2025-12-26,19306.5,18443.4
11710,2025-12-26,19269.0,18445.2
11711,2025-12-26,19272.2,18447.1
11712,2025-12-29,19274.0,18448.9
11713,2025-12-29,19301.8,18450.7
11714,2025-12-29,19251.8,18452.6
11715,2025-12-29,19221.8,18454.4
11716,2025-12-29,19171.8,18456.2
11717,2025-12-29,19141.8,18458.1
11718,2025-12-29,19158.0,18459.9
11719,2025-12-29,19157.2,18461.7
11720,2025-12-30,19180.2,18463.6
11721,2025-12-30,19166.0,18465.4
11722,2025-12-30,19136.0,18467.2
11723,2025-12-30,19114.2,18469.0
11724,2025-12-30,19117.8,18470.9
11725,2025-12-30,19134.2,18472.7
11726,2025-12-30,19158.8,18474.5
11727,2025-12-31,19128.8,18476.4
11728,2026-01-01,19095.5,18478.2
11729,2026-01-01,19096.0,18480.0
11730,2026-01-02,19099.0,18481.9
11731,2026-01-02,19106.8,18483.7
11732,2026-01-02,19129.5,18485.5
11733,2026-01-02,19159.0,18487.4
11734,2026-01-02,19109.0,18489.2
11735,2026-01-02,19059.0,18491.0
11736,2026-01-02,19102.8,18492.9
11737,2026-01-02,19128.5,18494.7
11738,2026-01-02,19098.5,18496.5
11739,2026-01-02,19068.5,18498.3
11740,2026-01-02,19057.8,18500.2
11741,2026-01-02,19027.8,18502.0
11742,2026-01-02,18977.8,18503.8
11743,2026-01-02,18947.8,18505.7
11744,2026-01-04,18973.5,18507.5
11745,2026-01-04,18997.8,18509.3
11746,2026-01-05,19004.0,18511.2
11747,2026-01-05,18979.2,18513.0
11748,2026-01-05,19001.5,18514.8
11749,2026-01-05,19038.0,18516.7
11750,2026-01-05,19060.8,18518.5
11751,2026-01-05,19030.8,18520.3
11752,2026-01-05,19018.8,18522.2
11753,2026-01-05,19009.5,18524.0
11754,2026-01-05,19026.2,18525.8
11755,2026-01-05,19044.5,18527.6
11756,2026-01-06,19014.5,18529.5
11757,2026-01-06,18992.5,18531.3
11758,2026-01-06,18998.0,18533.1
11759,2026-01-06,19028.5,18535.0
11760,2026-01-06,18978.5,18536.8
11761,2026-01-06,19006.0,18538.6
11762,2026-01-06,18976.0,18540.5
11763,2026-01-06,18947.0,18542.3
11764,2026-01-06,18948.2,18544.1
11765,2026-01-06,18898.2,18546.0
11766,2026-01-07,18898.2,18547.8
11767,2026-01-07,18886.5,18549.6
11768,2026-01-07,18891.8,18551.5
11769,2026-01-07,18841.8,18553.3
11770,2026-01-07,18873.5,18555.1
11771,2026-01-07,18899.8,18557.0
11772,2026-01-07,18943.2,18558.8
11773,2026-01-07,18928.0,18560.6
11774,2026-01-07,18936.5,18562.4
11775,2026-01-07,18954.5,18564.3
11776,2026-01-07,18972.2,18566.1
11777,2026-01-07,18954.8,18567.9
11778,2026-01-07,18955.5,18569.8
11779,2026-01-08,18925.5,18571.6
11780,2026-01-08,18932.2,18573.4
11781,2026-01-08,18902.2,18575.3
11782,2026-01-08,18936.5,18577.1
11783,2026-01-08,18886.5,18578.9
11784,2026-01-08,18856.5,18580.8
11785,2026-01-08,18826.5,18582.6
11786,2026-01-08,18854.5,18584.4
11787,2026-01-08,18881.2,18586.3
11788,2026-01-08,18903.5,18588.1
11789,2026-01-08,18929.0,18589.9
11790,2026-01-08,18951.8,18591.7
11791,2026-01-08,18966.0,18593.6
11792,2026-01-08,18967.5,18595.4
11793,2026-01-09,18954.5,18597.2
11794,2026-01-09,18960.5,18599.1
11795,2026-01-09,18930.5,18600.9
11796,2026-01-09,18991.2,18602.7
11797,2026-01-09,19016.5,18604.6
11798,2026-01-09,19048.5,18606.4
11799,2026-01-09,19093.0,18608.2
11800,2026-01-09,19120.2,18610.1
11801,2026-01-09,19148.5,18611.9
11802,2026-01-11,19176.2,18613.7
11803,2026-01-11,19167.5,18615.6
11804,2026-01-11,19193.8,18617.4
11805,2026-01-11,19169.0,18619.2
11806,2026-01-11,19191.5,18621.0
11807,2026-01-11,19208.2,18622.9
11808,2026-01-12,19212.5,18624.7
11809,2026-01-12,19182.5,18626.5
11810,2026-01-12,19168.2,18628.4
11811,2026-01-12,19175.8,18630.2
11812,2026-01-12,19216.5,18632.0
11813,2026-01-12,19166.5,18633.9
11814,2026-01-12,19190.0,18635.7
11815,2026-01-12,19193.2,18637.5
11816,2026-01-12,19205.0,18639.4
11817,2026-01-13,19238.0,18641.2
11818,2026-01-13,19261.0,18643.0
11819,2026-01-13,19231.0,18644.9
11820,2026-01-13,19261.5,18646.7
11821,2026-01-13,19211.5,18648.5
11822,2026-01-13,19181.5,18650.3
11823,2026-01-13,19215.5,18652.2
11824,2026-01-13,19217.8,18654.0
11825,2026-01-13,19225.8,18655.8
11826,2026-01-14,19195.8,18657.7
11827,2026-01-14,19203.2,18659.5
11828,2026-01-14,19243.0,18661.3
11829,2026-01-14,19283.2,18663.2
11830,2026-01-14,19253.2,18665.0
11831,2026-01-14,19203.2,18666.8
11832,2026-01-14,19173.2,18668.7
11833,2026-01-14,19220.8,18670.5
11834,2026-01-14,19254.5,18672.3
11835,2026-01-14,19282.8,18674.2
11836,2026-01-14,19316.0,18676.0
11837,2026-01-14,19318.5,18677.8
11838,2026-01-14,19319.8,18679.6
11839,2026-01-14,19269.8,18681.5
11840,2026-01-14,19263.2,18683.3
11841,2026-01-14,19268.5,18685.1
11842,2026-01-14,19294.0,18687.0
11843,2026-01-15,19321.8,18688.8
11844,2026-01-15,19359.8,18690.6
11845,2026-01-15,19355.0,18692.5
11846,2026-01-15,19350.5,18694.3
11847,2026-01-15,19383.0,18696.1
11848,2026-01-15,19340.0,18698.0
11849,2026-01-15,19362.2,18699.8
11850,2026-01-15,19409.2,18701.6
11851,2026-01-15,19433.8,18703.5
11852,2026-01-15,19403.8,18705.3
11853,2026-01-15,19424.5,18707.1
11854,2026-01-15,19394.5,18709.0
11855,2026-01-15,19418.5,18710.8
11856,2026-01-15,19414.8,18712.6
11857,2026-01-15,19402.0,18714.4
11858,2026-01-15,19429.5,18716.3
11859,2026-01-15,19451.5,18718.1
11860,2026-01-15,19477.2,18719.9
11861,2026-01-16,19515.8,18721.8
11862,2026-01-16,19485.8,18723.6
11863,2026-01-16,19509.8,18725.4
11864,2026-01-16,19479.8,18727.3
11865,2026-01-16,19429.8,18729.1
11866,2026-01-16,19426.2,18730.9
11867,2026-01-16,19454.2,18732.8
11868,2026-01-16,19482.2,18734.6
11869,2026-01-18,19577.8,18736.4
11870,2026-01-18,19593.0,18738.3
11871,2026-01-18,19629.2,18740.1
11872,2026-01-18,19636.8,18741.9
11873,2026-01-19,19646.8,18743.7
11874,2026-01-19,19643.8,18745.6
11875,2026-01-19,19665.8,18747.4
11876,2026-01-19,19693.0,18749.2
11877,2026-01-19,19695.5,18751.1
11878,2026-01-19,19722.8,18752.9
11879,2026-01-19,19750.8,18754.7
11880,2026-01-19,19777.2,18756.6
11881,2026-01-19,19801.0,18758.4
11882,2026-01-20,19771.0,18760.2
11883,2026-01-20,19788.8,18762.1
11884,2026-01-20,19758.8,18763.9
11885,2026-01-20,19725.5,18765.7
11886,2026-01-20,19734.5,18767.6
11887,2026-01-20,19760.2,18769.4
11888,2026-01-20,19801.2,18771.2
11889,2026-01-20,19826.2,18773.0
11890,2026-01-20,19850.5,18774.9
11891,2026-01-20,19820.5,18776.7
11892,2026-01-20,19770.5,18778.5
11893,2026-01-20,19804.0,18780.4
11894,2026-01-20,19831.0,18782.2
11895,2026-01-20,19857.5,18784.0
11896,2026-01-20,19880.5,18785.9
11897,2026-01-20,19850.5,18787.7
11898,2026-01-20,19870.8,18789.5
11899,2026-01-20,19840.8,18791.4
11900,2026-01-20,19868.5,18793.2
11901,2026-01-20,19900.5,18795.0
11902,2026-01-20,19905.5,18796.9
11903,2026-01-20,19925.8,18798.7
11904,2026-01-20,19917.5,18800.5
11905,2026-01-20,19939.0,18802.3
11906,2026-01-20,19941.8,18804.2
11907,2026-01-21,19911.8,18806.0
11908,2026-01-21,19881.8,18807.8
11909,2026-01-21,19857.2,18809.7
11910,2026-01-21,19901.8,18811.5
11911,2026-01-21,19925.2,18813.3
11912,2026-01-21,19970.2,18815.2
11913,2026-01-21,20003.8,18817.0
11914,2026-01-21,20041.5,18818.8
11915,2026-01-21,20075.2,18820.7
11916,2026-01-21,20025.2,18822.5
11917,2026-01-21,20065.2,18824.3
11918,2026-01-21,20015.2,18826.2
11919,2026-01-21,19985.2,18828.0
11920,2026-01-21,20009.0,18829.8
11921,2026-01-21,20038.8,18831.6
11922,2026-01-21,20064.0,18833.5
11923,2026-01-21,20034.0,18835.3
11924,2026-01-21,20061.0,18837.1
11925,2026-01-21,20090.0,18839.0
11926,2026-01-21,20040.0,18840.8
11927,2026-01-21,20050.2,18842.6
11928,2026-01-21,20073.8,18844.5
11929,2026-01-22,20077.2,18846.3
11930,2026-01-22,20049.8,18848.1
11931,2026-01-22,20074.5,18850.0
11932,2026-01-22,20049.2,18851.8
11933,2026-01-22,20050.0,18853.6
11934,2026-01-22,20070.2,18855.5
11935,2026-01-22,20040.2,18857.3
11936,2026-01-22,20077.0,18859.1
11937,2026-01-22,20083.0,18860.9
11938,2026-01-22,20082.2,18862.8
11939,2026-01-22,20109.5,18864.6
11940,2026-01-22,20112.5,18866.4
11941,2026-01-22,20103.0,18868.3
11942,2026-01-22,20109.5,18870.1
11943,2026-01-23,20079.5,18871.9
11944,2026-01-23,20106.2,18873.8
11945,2026-01-23,20107.0,18875.6
11946,2026-01-23,20155.8,18877.4
11947,2026-01-23,20187.0,18879.3
11948,2026-01-23,20149.2,18881.1
11949,2026-01-23,20174.5,18882.9
11950,2026-01-23,20175.8,18884.8
11951,2026-01-23,20176.5,18886.6
11952,2026-01-23,20146.5,18888.4
11953,2026-01-23,20112.5,18890.3
11954,2026-01-23,20082.5,18892.1
11955,2026-01-23,20072.2,18893.9
11956,2026-01-23,20042.2,18895.7
11957,2026-01-23,20049.8,18897.6
11958,2026-01-25,20157.5,18899.4
11959,2026-01-25,20107.5,18901.2
11960,2026-01-25,20131.2,18903.1
11961,2026-01-25,20098.2,18904.9
11962,2026-01-25,20048.2,18906.7
11963,2026-01-25,20071.5,18908.6
