i,date,equity,fit
1550,2022-02-24,2173.8,-161.0
1551,2022-02-24,2200.0,-159.2
1552,2022-02-24,2239.8,-157.3
1553,2022-02-24,2287.5,-155.5
1554,2022-02-24,2310.2,-153.7
1555,2022-02-24,2260.2,-151.8
1556,2022-02-24,2283.2,-150.0
1557,2022-02-24,2320.0,-148.2
1558,2022-02-24,2340.2,-146.4
1559,2022-02-24,2353.2,-144.5
1560,2022-02-24,2376.5,-142.7
1561,2022-02-24,2398.8,-140.9
1562,2022-02-24,2401.0,-139.0
1563,2022-02-25,2405.0,-137.2
1564,2022-02-25,2400.8,-135.4
1565,2022-02-25,2425.5,-133.5
1566,2022-02-25,2399.0,-131.7
1567,2022-02-25,2378.2,-129.9
1568,2022-02-25,2397.2,-128.0
1569,2022-02-25,2347.2,-126.2
1570,2022-02-25,2372.5,-124.4
1571,2022-02-25,2342.5,-122.5
1572,2022-02-25,2312.5,-120.7
1573,2022-02-25,2346.5,-118.9
1574,2022-02-25,2381.8,-117.0
1575,2022-02-25,2404.2,-115.2
1576,2022-02-25,2438.0,-113.4
1577,2022-02-25,2477.8,-111.6
1578,2022-02-25,2506.8,-109.7
1579,2022-02-25,2528.8,-107.9
1580,2022-02-25,2551.5,-106.1
1581,2022-02-25,2581.0,-104.2
1582,2022-02-25,2531.0,-102.4
1583,2022-02-25,2564.5,-100.6
1584,2022-02-25,2588.0,-98.7
1585,2022-02-25,2577.2,-96.9
1586,2022-02-25,2547.2,-95.1
1587,2022-02-25,2558.2,-93.2
1588,2022-02-27,2726.2,-91.4
1589,2022-02-27,2748.8,-89.6
1590,2022-02-27,2718.8,-87.7
1591,2022-02-27,2742.5,-85.9
1592,2022-02-27,2692.5,-84.1
1593,2022-02-27,2662.5,-82.3
1594,2022-02-27,2670.5,-80.4
1595,2022-02-27,2688.0,-78.6
1596,2022-02-28,2711.0,-76.8
1597,2022-02-28,2742.5,-74.9
1598,2022-02-28,2765.8,-73.1
1599,2022-02-28,2791.5,-71.3
1600,2022-02-28,2831.2,-69.4
1601,2022-02-28,2834.5,-67.6
1602,2022-02-28,2816.5,-65.8
1603,2022-02-28,2766.5,-63.9
1604,2022-02-28,2787.8,-62.1
1605,2022-02-28,2737.8,-60.3
1606,2022-02-28,2707.8,-58.4
1607,2022-02-28,2657.8,-56.6
1608,2022-02-28,2681.0,-54.8
1609,2022-02-28,2651.0,-53.0
1610,2022-02-28,2601.0,-51.1
1611,2022-02-28,2622.8,-49.3
1612,2022-02-28,2645.2,-47.5
1613,2022-02-28,2667.5,-45.6
1614,2022-02-28,2696.5,-43.8
1615,2022-02-28,2731.2,-42.0
1616,2022-02-28,2753.2,-40.1
1617,2022-02-28,2755.5,-38.3
1618,2022-02-28,2750.0,-36.5
1619,2022-02-28,2713.5,-34.6
1620,2022-02-28,2713.8,-32.8
1621,2022-03-01,2703.2,-31.0
1622,2022-03-01,2673.2,-29.1
1623,2022-03-01,2669.0,-27.3
1624,2022-03-01,2695.0,-25.5
1625,2022-03-01,2720.0,-23.7
1626,2022-03-01,2747.2,-21.8
1627,2022-03-01,2717.2,-20.0
1628,2022-03-01,2718.2,-18.2
1629,2022-03-01,2748.8,-16.3
1630,2022-03-01,2718.8,-14.5
1631,2022-03-01,2688.8,-12.7
1632,2022-03-01,2723.8,-10.8
1633,2022-03-01,2693.8,-9.0
1634,2022-03-01,2699.8,-7.2
1635,2022-03-01,2723.0,-5.3
1636,2022-03-01,2750.0,-3.5
1637,2022-03-01,2768.0,-1.7
1638,2022-03-01,2779.0,0.2
1639,2022-03-02,2779.0,2.0
1640,2022-03-02,2781.0,3.8
1641,2022-03-02,2825.5,5.6
1642,2022-03-02,2826.0,7.5
1643,2022-03-02,2796.0,9.3
1644,2022-03-02,2746.0,11.1
1645,2022-03-02,2716.0,13.0
1646,2022-03-02,2699.8,14.8
1647,2022-03-02,2731.5,16.6
1648,2022-03-02,2755.2,18.5
1649,2022-03-02,2705.2,20.3
1650,2022-03-02,2771.0,22.1
1651,2022-03-02,2794.2,24.0
1652,2022-03-02,2764.2,25.8
1653,2022-03-02,2736.0,27.6
1654,2022-03-02,2765.5,29.5
1655,2022-03-02,2777.5,31.3
1656,2022-03-02,2804.5,33.1
1657,2022-03-02,2785.8,35.0
1658,2022-03-02,2789.0,36.8
1659,2022-03-02,2815.0,38.6
1660,2022-03-02,2815.5,40.4
1661,2022-03-03,2816.2,42.3
1662,2022-03-03,2786.2,44.1
1663,2022-03-03,2815.0,45.9
1664,2022-03-03,2838.8,47.8
1665,2022-03-03,2808.8,49.6
1666,2022-03-03,2840.0,51.4
1667,2022-03-03,2810.0,53.3
1668,2022-03-03,2836.2,55.1
1669,2022-03-03,2847.0,56.9
1670,2022-03-03,2875.2,58.8
1671,2022-03-03,2845.2,60.6
1672,2022-03-03,2815.2,62.4
1673,2022-03-03,2874.2,64.3
1674,2022-03-03,2922.0,66.1
1675,2022-03-03,2872.0,67.9
1676,2022-03-03,2900.8,69.7
1677,2022-03-03,2922.8,71.6
1678,2022-03-03,2927.8,73.4
1679,2022-03-04,2934.5,75.2
1680,2022-03-04,2954.5,77.1
1681,2022-03-04,2970.0,78.9
1682,2022-03-04,2989.8,80.7
1683,2022-03-04,2959.8,82.6
1684,2022-03-04,2962.5,84.4
1685,2022-03-04,2980.8,86.2
1686,2022-03-04,2978.2,88.1
1687,2022-03-04,2980.2,89.9
1688,2022-03-04,3016.0,91.7
1689,2022-03-04,3067.5,93.6
1690,2022-03-04,3037.5,95.4
1691,2022-03-04,3063.8,97.2
1692,2022-03-04,3033.8,99.0
1693,2022-03-04,3059.5,100.9
1694,2022-03-04,3083.5,102.7
1695,2022-03-04,3111.5,104.5
1696,2022-03-04,3120.2,106.4
1697,2022-03-04,3145.8,108.2
1698,2022-03-04,3172.8,110.0
1699,2022-03-04,3142.8,111.9
1700,2022-03-04,3169.8,113.7
1701,2022-03-04,3178.2,115.5
1702,2022-03-06,3240.8,117.4
1703,2022-03-06,3190.8,119.2
1704,2022-03-06,3214.2,121.0
1705,2022-03-06,3217.0,122.9
1706,2022-03-07,3248.0,124.7
1707,2022-03-07,3268.0,126.5
1708,2022-03-07,3303.8,128.3
1709,2022-03-07,3321.2,130.2
1710,2022-03-07,3346.2,132.0
1711,2022-03-07,3368.2,133.8
1712,2022-03-07,3358.0,135.7
1713,2022-03-07,3381.0,137.5
1714,2022-03-07,3331.0,139.3
1715,2022-03-07,3301.0,141.2
1716,2022-03-07,3325.2,143.0
1717,2022-03-07,3349.5,144.8
1718,2022-03-07,3381.5,146.7
1719,2022-03-07,3351.5,148.5
1720,2022-03-07,3393.8,150.3
1721,2022-03-07,3416.5,152.2
1722,2022-03-07,3439.2,154.0
1723,2022-03-07,3465.2,155.8
1724,2022-03-07,3488.8,157.6
1725,2022-03-07,3458.8,159.5
1726,2022-03-07,3428.8,161.3
1727,2022-03-07,3456.5,163.1
1728,2022-03-07,3473.8,165.0
1729,2022-03-07,3448.8,166.8
1730,2022-03-07,3430.8,168.6
1731,2022-03-07,3432.0,170.5
1732,2022-03-07,3417.5,172.3
1733,2022-03-07,3420.0,174.1
1734,2022-03-08,3390.0,176.0
1735,2022-03-08,3398.0,177.8
1736,2022-03-08,3422.0,179.6
1737,2022-03-08,3372.0,181.5
1738,2022-03-08,3395.0,183.3
1739,2022-03-08,3424.5,185.1
1740,2022-03-08,3453.5,186.9
1741,2022-03-08,3475.8,188.8
1742,2022-03-08,3498.0,190.6
1743,2022-03-08,3511.0,192.4
1744,2022-03-08,3533.0,194.3
1745,2022-03-08,3566.2,196.1
1746,2022-03-08,3674.5,197.9
1747,2022-03-08,3701.8,199.8
1748,2022-03-08,3671.8,201.6
1749,2022-03-08,3621.8,203.4
1750,2022-03-08,3655.0,205.3
1751,2022-03-08,3687.8,207.1
1752,2022-03-08,3710.8,208.9
1753,2022-03-08,3680.8,210.8
1754,2022-03-08,3708.8,212.6
1755,2022-03-08,3732.8,214.4
1756,2022-03-08,3682.8,216.3
1757,2022-03-08,3703.2,218.1
1758,2022-03-08,3726.0,219.9
1759,2022-03-08,3760.5,221.7
1760,2022-03-08,3782.5,223.6
1761,2022-03-08,3805.0,225.4
1762,2022-03-08,3775.0,227.2
1763,2022-03-08,3805.8,229.1
1764,2022-03-08,3857.2,230.9
1765,2022-03-08,3896.5,232.7
1766,2022-03-08,3917.5,234.6
1767,2022-03-08,3921.2,236.4
1768,2022-03-08,3887.5,238.2
1769,2022-03-08,3878.5,240.1
1770,2022-03-08,3879.0,241.9
1771,2022-03-08,3849.0,243.7
1772,2022-03-08,3849.5,245.6
1773,2022-03-09,3819.5,247.4
1774,2022-03-09,3786.0,249.2
1775,2022-03-09,3768.0,251.0
1776,2022-03-09,3761.5,252.9
1777,2022-03-09,3740.8,254.7
1778,2022-03-09,3690.8,256.5
1779,2022-03-09,3717.8,258.4
1780,2022-03-09,3667.8,260.2
1781,2022-03-09,3693.8,262.0
1782,2022-03-09,3723.0,263.9
1783,2022-03-09,3673.0,265.7
1784,2022-03-09,3702.5,267.5
1785,2022-03-09,3672.5,269.4
1786,2022-03-09,3700.0,271.2
1787,2022-03-09,3701.0,273.0
1788,2022-03-09,3705.2,274.9
1789,2022-03-09,3717.0,276.7
1790,2022-03-09,3736.2,278.5
1791,2022-03-09,3736.8,280.3
1792,2022-03-10,3706.8,282.2
1793,2022-03-10,3710.5,284.0
1794,2022-03-10,3731.0,285.8
1795,2022-03-10,3760.2,287.7
1796,2022-03-10,3740.2,289.5
1797,2022-03-10,3769.5,291.3
1798,2022-03-10,3803.2,293.2
1799,2022-03-10,3773.2,295.0
1800,2022-03-10,3796.0,296.8
1801,2022-03-10,3818.5,298.7
1802,2022-03-10,3768.5,300.5
1803,2022-03-10,3796.0,302.3
1804,2022-03-10,3799.8,304.2
1805,2022-03-10,3769.8,306.0
1806,2022-03-11,3739.5,307.8
1807,2022-03-11,3740.5,309.6
1808,2022-03-11,3739.8,311.5
1809,2022-03-11,3767.2,313.3
1810,2022-03-11,3754.0,315.1
1811,2022-03-11,3776.0,317.0
1812,2022-03-11,3794.5,318.8
1813,2022-03-11,3897.0,320.6
1814,2022-03-11,3942.5,322.5
1815,2022-03-11,3936.2,324.3
1816,2022-03-11,3906.2,326.1
1817,2022-03-11,3932.2,328.0
1818,2022-03-11,3902.2,329.8
1819,2022-03-11,3884.5,331.6
1820,2022-03-11,3909.0,333.5
1821,2022-03-11,3911.5,335.3
1822,2022-03-11,3913.8,337.1
1823,2022-03-13,3924.8,338.9
1824,2022-03-13,3915.0,340.8
1825,2022-03-13,3926.5,342.6
1826,2022-03-14,3934.5,344.4
1827,2022-03-14,3951.0,346.3
1828,2022-03-14,3921.0,348.1
1829,2022-03-14,3943.0,349.9
1830,2022-03-14,3982.0,351.8
1831,2022-03-14,4008.8,353.6
1832,2022-03-14,4022.0,355.4
1833,2022-03-14,3992.0,357.3
1834,2022-03-14,4014.5,359.1
1835,2022-03-14,4039.2,360.9
1836,2022-03-14,4075.0,362.8
1837,2022-03-14,4105.0,364.6
1838,2022-03-14,4130.0,366.4
1839,2022-03-14,4100.0,368.3
1840,2022-03-14,4095.5,370.1
1841,2022-03-14,4065.5,371.9
1842,2022-03-14,4035.5,373.7
1843,2022-03-14,4061.5,375.6
1844,2022-03-14,4087.0,377.4
1845,2022-03-15,4125.5,379.2
1846,2022-03-15,4095.5,381.1
1847,2022-03-15,4057.0,382.9
1848,2022-03-15,4063.2,384.7
1849,2022-03-15,4085.0,386.6
1850,2022-03-15,4045.0,388.4
1851,2022-03-15,4079.2,390.2
1852,2022-03-15,4108.8,392.1
1853,2022-03-15,4099.0,393.9
1854,2022-03-15,4126.2,395.7
1855,2022-03-15,4104.5,397.6
1856,2022-03-15,4062.8,399.4
1857,2022-03-15,4032.8,401.2
1858,2022-03-15,4002.8,403.0
1859,2022-03-15,3952.8,404.9
1860,2022-03-16,3902.8,406.7
1861,2022-03-16,3912.5,408.5
1862,2022-03-16,3935.5,410.4
1863,2022-03-16,3958.0,412.2
1864,2022-03-16,3908.0,414.0
1865,2022-03-16,3931.8,415.9
1866,2022-03-16,3955.5,417.7
1867,2022-03-16,3925.5,419.5
1868,2022-03-16,3895.5,421.4
1869,2022-03-16,3917.5,423.2
1870,2022-03-16,3867.5,425.0
1871,2022-03-16,3817.5,426.9
1872,2022-03-16,3849.8,428.7
1873,2022-03-16,3813.8,430.5
1874,2022-03-16,3783.8,432.3
1875,2022-03-17,3808.2,434.2
1876,2022-03-17,3828.2,436.0
1877,2022-03-17,3810.0,437.8
1878,2022-03-17,3780.0,439.7
1879,2022-03-17,3807.2,441.5
1880,2022-03-17,3777.2,443.3
1881,2022-03-17,3754.2,445.2
1882,2022-03-17,3704.2,447.0
1883,2022-03-17,3680.8,448.8
1884,2022-03-17,3684.0,450.7
1885,2022-03-17,3644.2,452.5
1886,2022-03-17,3621.0,454.3
1887,2022-03-17,3646.0,456.2
1888,2022-03-17,3669.2,458.0
1889,2022-03-17,3693.8,459.8
1890,2022-03-17,3671.5,461.6
1891,2022-03-17,3676.5,463.5
1892,2022-03-18,3662.8,465.3
1893,2022-03-18,3643.2,467.1
1894,2022-03-18,3649.8,469.0
1895,2022-03-18,3599.8,470.8
1896,2022-03-18,3622.5,472.6
1897,2022-03-18,3592.5,474.5
1898,2022-03-18,3620.5,476.3
1899,2022-03-18,3614.2,478.1
1900,2022-03-18,3577.8,480.0
1901,2022-03-18,3582.8,481.8
1902,2022-03-18,3558.2,483.6
1903,2022-03-18,3529.8,485.5
1904,2022-03-18,3521.2,487.3
1905,2022-03-21,3529.0,489.1
1906,2022-03-21,3529.5,490.9
1907,2022-03-21,3499.5,492.8
1908,2022-03-21,3449.5,494.6
1909,2022-03-21,3472.8,496.4
1910,2022-03-21,3433.8,498.3
1911,2022-03-21,3418.0,500.1
1912,2022-03-21,3388.0,501.9
1913,2022-03-21,3444.0,503.8
1914,2022-03-21,3394.0,505.6
1915,2022-03-21,3372.0,507.4
1916,2022-03-21,3376.0,509.3
1917,2022-03-21,3363.2,511.1
1918,2022-03-21,3313.2,512.9
1919,2022-03-21,3287.2,514.8
1920,2022-03-21,3237.2,516.6
1921,2022-03-21,3234.2,518.4
1922,2022-03-21,3251.5,520.3
1923,2022-03-22,3201.5,522.1
1924,2022-03-22,3174.8,523.9
1925,2022-03-22,3193.8,525.7
1926,2022-03-22,3197.5,527.6
1927,2022-03-23,3167.5,529.4
1928,2022-03-23,3117.5,531.2
1929,2022-03-23,3086.5,533.1
1930,2022-03-23,3109.5,534.9
1931,2022-03-23,3131.5,536.7
1932,2022-03-23,3101.5,538.6
1933,2022-03-23,3127.2,540.4
1934,2022-03-23,3151.5,542.2
1935,2022-03-23,3101.5,544.1
1936,2022-03-23,3131.8,545.9
1937,2022-03-24,3139.2,547.7
1938,2022-03-24,3160.8,549.6
1939,2022-03-24,3127.5,551.4
1940,2022-03-24,3173.2,553.2
1941,2022-03-24,3123.2,555.0
1942,2022-03-24,3093.2,556.9
1943,2022-03-24,3116.5,558.7
1944,2022-03-24,3139.0,560.5
1945,2022-03-24,3132.8,562.4
1946,2022-03-24,3123.8,564.2
1947,2022-03-24,3155.0,566.0
1948,2022-03-24,3157.0,567.9
1949,2022-03-24,3161.2,569.7
1950,2022-03-24,3184.2,571.5
1951,2022-03-25,3193.0,573.4
1952,2022-03-25,3163.0,575.2
1953,2022-03-25,3163.8,577.0
1954,2022-03-25,3193.2,578.9
1955,2022-03-25,3163.2,580.7
1956,2022-03-25,3178.2,582.5
1957,2022-03-25,3187.0,584.3
1958,2022-03-25,3210.5,586.2
1959,2022-03-25,3214.5,588.0
1960,2022-03-28,3223.8,589.8
1961,2022-03-28,3225.8,591.7
1962,2022-03-28,3175.8,593.5
1963,2022-03-28,3231.0,595.3
1964,2022-03-28,3264.8,597.2
1965,2022-03-28,3234.8,599.0
1966,2022-03-28,3262.8,600.8
1967,2022-03-28,3232.8,602.7
1968,2022-03-29,3252.2,604.5
1969,2022-03-29,3236.0,606.3
1970,2022-03-29,3276.0,608.2
1971,2022-03-29,3300.5,610.0
1972,2022-03-29,3323.8,611.8
1973,2022-03-29,3349.5,613.6
1974,2022-03-29,3374.2,615.5
1975,2022-03-29,3366.5,617.3
1976,2022-03-29,3375.2,619.1
1977,2022-03-29,3363.0,621.0
1978,2022-03-29,3313.0,622.8
1979,2022-03-30,3303.0,624.6
1980,2022-03-30,3273.0,626.5
1981,2022-03-30,3271.0,628.3
1982,2022-03-30,3294.0,630.1
1983,2022-03-30,3317.8,632.0
1984,2022-03-30,3296.0,633.8
1985,2022-03-30,3314.2,635.6
1986,2022-03-30,3284.2,637.5
1987,2022-03-30,3307.5,639.3
1988,2022-03-30,3277.5,641.1
1989,2022-03-30,3278.5,642.9
1990,2022-03-31,3240.5,644.8
1991,2022-03-31,3267.8,646.6
1992,2022-03-31,3241.8,648.4
1993,2022-03-31,3211.8,650.3
1994,2022-03-31,3168.8,652.1
1995,2022-03-31,3118.8,653.9
1996,2022-04-01,3148.8,655.8
1997,2022-04-01,3110.2,657.6
1998,2022-04-01,3074.5,659.4
1999,2022-04-01,3096.5,661.3
2000,2022-04-01,3075.2,663.1
2001,2022-04-01,3075.8,664.9
2002,2022-04-01,3080.5,666.8
2003,2022-04-01,3074.5,668.6
2004,2022-04-01,3024.5,670.4
2005,2022-04-04,3032.0,672.3
2006,2022-04-04,3062.5,674.1
2007,2022-04-04,3040.8,675.9
2008,2022-04-04,3066.5,677.7
2009,2022-04-04,3055.5,679.6
2010,2022-04-04,3058.0,681.4
2011,2022-04-04,3028.5,683.2
2012,2022-04-04,3032.2,685.1
2013,2022-04-05,3002.2,686.9
2014,2022-04-05,2961.5,688.7
2015,2022-04-05,2934.8,690.6
2016,2022-04-05,2974.5,692.4
2017,2022-04-05,2944.5,694.2
2018,2022-04-05,2930.2,696.1
2019,2022-04-05,2936.5,697.9
2020,2022-04-06,2906.5,699.7
2021,2022-04-06,2929.0,701.6
2022,2022-04-06,2910.5,703.4
2023,2022-04-06,2935.2,705.2
2024,2022-04-06,2959.2,707.0
2025,2022-04-06,2929.2,708.9
2026,2022-04-06,2952.5,710.7
2027,2022-04-06,2902.5,712.5
2028,2022-04-06,2941.5,714.4
2029,2022-04-06,2911.5,716.2
2030,2022-04-06,2861.5,718.0
2031,2022-04-06,2901.2,719.9
2032,2022-04-06,2851.2,721.7
2033,2022-04-06,2871.8,723.5
2034,2022-04-06,2895.5,725.4
2035,2022-04-06,2920.5,727.2
2036,2022-04-06,2890.5,729.0
2037,2022-04-07,2867.5,730.9
2038,2022-04-07,2837.5,732.7
2039,2022-04-07,2858.5,734.5
2040,2022-04-07,2878.5,736.3
2041,2022-04-07,2902.0,738.2
2042,2022-04-07,2927.8,740.0
2043,2022-04-07,2949.8,741.8
2044,2022-04-07,2961.0,743.7
2045,2022-04-07,2990.5,745.5
2046,2022-04-07,2995.8,747.3
2047,2022-04-07,3026.8,749.2
2048,2022-04-07,3058.5,751.0
2049,2022-04-07,3008.5,752.8
2050,2022-04-07,3039.8,754.7
2051,2022-04-07,3046.0,756.5
2052,2022-04-07,3048.8,758.3
2053,2022-04-08,3061.2,760.2
2054,2022-04-08,3048.8,762.0
2055,2022-04-08,3052.2,763.8
2056,2022-04-08,3081.0,765.6
2057,2022-04-08,3104.5,767.5
2058,2022-04-08,3127.5,769.3
2059,2022-04-08,3182.8,771.1
2060,2022-04-08,3212.8,773.0
2061,2022-04-08,3182.8,774.8
2062,2022-04-08,3152.8,776.6
2063,2022-04-08,3190.8,778.5
2064,2022-04-08,3215.2,780.3
2065,2022-04-08,3242.0,782.1
2066,2022-04-08,3266.2,784.0
2067,2022-04-10,3236.2,785.8
2068,2022-04-11,3258.5,787.6
2069,2022-04-11,3228.5,789.5
2070,2022-04-11,3250.2,791.3
2071,2022-04-11,3281.0,793.1
2072,2022-04-11,3292.2,794.9
2073,2022-04-11,3262.2,796.8
2074,2022-04-11,3266.8,798.6
2075,2022-04-12,3268.5,800.4
2076,2022-04-12,3286.0,802.3
2077,2022-04-12,3306.8,804.1
2078,2022-04-12,3276.8,805.9
2079,2022-04-12,3319.5,807.8
2080,2022-04-12,3322.8,809.6
2081,2022-04-12,3356.5,811.4
2082,2022-04-12,3366.0,813.3
2083,2022-04-12,3336.0,815.1
2084,2022-04-12,3361.2,816.9
2085,2022-04-12,3346.0,818.8
2086,2022-04-12,3374.5,820.6
2087,2022-04-12,3401.8,822.4
2088,2022-04-13,3426.5,824.3
2089,2022-04-13,3420.5,826.1
2090,2022-04-13,3427.8,827.9
2091,2022-04-13,3436.8,829.7
2092,2022-04-13,3406.8,831.6
2093,2022-04-13,3429.8,833.4
2094,2022-04-13,3454.8,835.2
2095,2022-04-13,3480.5,837.1
2096,2022-04-13,3481.2,838.9
2097,2022-04-13,3476.0,840.7
2098,2022-04-13,3447.2,842.6
2099,2022-04-13,3451.5,844.4
2100,2022-04-13,3421.8,846.2
2101,2022-04-13,3428.5,848.1
2102,2022-04-13,3407.5,849.9
2103,2022-04-13,3387.2,851.7
2104,2022-04-13,3403.0,853.6
2105,2022-04-14,3429.8,855.4
2106,2022-04-14,3433.8,857.2
2107,2022-04-14,3446.2,859.0
2108,2022-04-14,3462.0,860.9
2109,2022-04-14,3463.8,862.7
2110,2022-04-14,3433.8,864.5
2111,2022-04-14,3454.2,866.4
2112,2022-04-14,3451.0,868.2
2113,2022-04-18,3451.5,870.0
2114,2022-04-18,3463.5,871.9
2115,2022-04-18,3472.5,873.7
2116,2022-04-18,3500.2,875.5
2117,2022-04-18,3542.8,877.4
2118,2022-04-18,3566.0,879.2
2119,2022-04-18,3536.0,881.0
2120,2022-04-18,3568.5,882.9
2121,2022-04-18,3571.2,884.7
2122,2022-04-18,3558.0,886.5
2123,2022-04-18,3582.0,888.3
2124,2022-04-18,3586.5,890.2
2125,2022-04-18,3556.5,892.0
2126,2022-04-18,3511.5,893.8
2127,2022-04-18,3512.2,895.7
2128,2022-04-18,3482.2,897.5
2129,2022-04-19,3482.8,899.3
2130,2022-04-19,3452.8,901.2
2131,2022-04-19,3468.8,903.0
2132,2022-04-19,3418.8,904.8
2133,2022-04-19,3447.0,906.7
2134,2022-04-19,3455.8,908.5
2135,2022-04-20,3438.5,910.3
2136,2022-04-20,3436.5,912.2
2137,2022-04-20,3415.0,914.0
2138,2022-04-20,3397.5,915.8
2139,2022-04-20,3390.5,917.6
2140,2022-04-20,3413.8,919.5
2141,2022-04-20,3438.5,921.3
2142,2022-04-20,3388.5,923.1
2143,2022-04-20,3358.5,925.0
2144,2022-04-20,3328.5,926.8
2145,2022-04-20,3357.2,928.6
2146,2022-04-20,3324.2,930.5
2147,2022-04-20,3348.8,932.3
2148,2022-04-20,3308.5,934.1
2149,2022-04-20,3337.8,936.0
2150,2022-04-20,3363.8,937.8
2151,2022-04-20,3391.8,939.6
2152,2022-04-21,3410.5,941.5
2153,2022-04-21,3429.2,943.3
2154,2022-04-21,3415.2,945.1
2155,2022-04-21,3417.2,946.9
2156,2022-04-21,3387.2,948.8
2157,2022-04-21,3411.2,950.6
2158,2022-04-21,3429.2,952.4
2159,2022-04-21,3453.2,954.3
2160,2022-04-21,3423.2,956.1
2161,2022-04-21,3453.2,957.9
2162,2022-04-21,3423.2,959.8
2163,2022-04-21,3448.0,961.6
2164,2022-04-21,3418.0,963.4
2165,2022-04-21,3441.5,965.3
2166,2022-04-21,3411.5,967.1
2167,2022-04-21,3434.0,968.9
2168,2022-04-21,3459.2,970.8
2169,2022-04-21,3486.2,972.6
2170,2022-04-21,3499.2,974.4
2171,2022-04-22,3523.0,976.3
2172,2022-04-22,3519.8,978.1
2173,2022-04-22,3523.8,979.9
2174,2022-04-22,3534.2,981.7
2175,2022-04-22,3538.5,983.6
2176,2022-04-22,3572.8,985.4
2177,2022-04-22,3542.8,987.2
2178,2022-04-22,3577.2,989.1
2179,2022-04-22,3599.5,990.9
2180,2022-04-22,3622.8,992.7
2181,2022-04-22,3592.8,994.6
2182,2022-04-22,3593.0,996.4
2183,2022-04-22,3563.0,998.2
2184,2022-04-22,3513.0,1000.1
2185,2022-04-22,3483.0,1001.9
2186,2022-04-24,3510.2,1003.7
2187,2022-04-24,3478.8,1005.6
2188,2022-04-24,3457.5,1007.4
2189,2022-04-24,3485.0,1009.2
2190,2022-04-24,3487.5,1011.0
2191,2022-04-25,3511.0,1012.9
2192,2022-04-25,3519.8,1014.7
2193,2022-04-25,3489.8,1016.5
2194,2022-04-25,3500.5,1018.4
2195,2022-04-25,3524.0,1020.2
2196,2022-04-25,3555.0,1022.0
2197,2022-04-25,3587.5,1023.9
2198,2022-04-25,3637.0,1025.7
2199,2022-04-25,3669.5,1027.5
2200,2022-04-25,3619.5,1029.4
2201,2022-04-25,3649.0,1031.2
2202,2022-04-25,3619.0,1033.0
2203,2022-04-25,3651.0,1034.9
2204,2022-04-25,3671.5,1036.7
2205,2022-04-25,3621.5,1038.5
2206,2022-04-25,3652.5,1040.3
2207,2022-04-25,3675.8,1042.2
2208,2022-04-25,3702.0,1044.0
2209,2022-04-25,3727.5,1045.8
2210,2022-04-25,3771.2,1047.7
2211,2022-04-25,3797.0,1049.5
2212,2022-04-25,3785.2,1051.3
2213,2022-04-26,3787.2,1053.2
2214,2022-04-26,3757.2,1055.0
2215,2022-04-26,3779.8,1056.8
2216,2022-04-26,3806.2,1058.7
2217,2022-04-26,3819.0,1060.5
2218,2022-04-26,3846.0,1062.3
2219,2022-04-26,3873.5,1064.2
2220,2022-04-26,3874.0,1066.0
2221,2022-04-26,3892.0,1067.8
2222,2022-04-26,3927.0,1069.6
2223,2022-04-26,3897.0,1071.5
2224,2022-04-26,3922.2,1073.3
2225,2022-04-26,3935.8,1075.1
2226,2022-04-26,3885.8,1077.0
2227,2022-04-26,3876.2,1078.8
2228,2022-04-26,3879.5,1080.6
2229,2022-04-26,3896.0,1082.5
2230,2022-04-26,3908.0,1084.3
2231,2022-04-27,3921.8,1086.1
2232,2022-04-27,3948.0,1088.0
2233,2022-04-27,3898.0,1089.8
2234,2022-04-27,3868.0,1091.6
2235,2022-04-27,3864.8,1093.5
2236,2022-04-27,3848.2,1095.3
2237,2022-04-27,3850.5,1097.1
2238,2022-04-27,3820.5,1098.9
2239,2022-04-27,3842.5,1100.8
2240,2022-04-27,3848.2,1102.6
2241,2022-04-27,3879.2,1104.4
2242,2022-04-27,3907.5,1106.3
2243,2022-04-27,3857.5,1108.1
2244,2022-04-27,3807.5,1109.9
2245,2022-04-27,3855.8,1111.8
2246,2022-04-27,3892.8,1113.6
2247,2022-04-27,3920.0,1115.4
2248,2022-04-27,3890.0,1117.3
2249,2022-04-27,3840.0,1119.1
2250,2022-04-27,3868.5,1120.9
2251,2022-04-27,3838.5,1122.8
2252,2022-04-27,3808.5,1124.6
2253,2022-04-27,3836.8,1126.4
2254,2022-04-27,3806.8,1128.2
2255,2022-04-27,3859.2,1130.1
2256,2022-04-27,3889.0,1131.9
2257,2022-04-27,3859.0,1133.7
2258,2022-04-27,3869.2,1135.6
2259,2022-04-28,3872.5,1137.4
2260,2022-04-28,3892.8,1139.2
2261,2022-04-28,3929.0,1141.1
2262,2022-04-28,3950.5,1142.9
2263,2022-04-28,3900.5,1144.7
2264,2022-04-28,3870.5,1146.6
2265,2022-04-28,3820.5,1148.4
2266,2022-04-28,3839.8,1150.2
2267,2022-04-28,3809.8,1152.1
2268,2022-04-28,3820.0,1153.9
2269,2022-04-28,3820.5,1155.7
2270,2022-04-29,3842.0,1157.6
2271,2022-04-29,3826.5,1159.4
2272,2022-04-29,3832.2,1161.2
2273,2022-04-29,3856.0,1163.0
2274,2022-04-29,3879.2,1164.9
2275,2022-04-29,3902.5,1166.7
